Timestamp,RPM,Speed_kmh,Coolant_temp_C,Intake_temp,MAF_gps,Throttle_pos_pct,fuel_level_pct,Battery_voltage_Amp,Engine_load_pct,Short_tern_trim_pct,long_term_fuel_trim_pct,02_sensor_voltage_V,Catalyst_temp_C,Ambient_air_temp_C,Barometric_pressure_Kpa,Timing_advance_deg,Fuel_pressure_Kpa,Engine_oil_temp_C,Gear_position,Acceleration_mps2,Brake_pedal_pct,Steering_angle_deg,GPS_LAT,GPS_LON
10/02/2026 17:44,4436,127.14,76.4,47,74.98,50.2,67.8,14.52,40.4,-5.7,5.5,0.539,735.1,9.6,103.6,-4.3,311.7,66.8,R,-1.63,36.4,-143.5,51.461764,-2.592992
10/02/2026 17:44,1308,104.64,94.7,29,75.53,98.3,24.1,13.67,53.3,4.5,-7.8,0.896,892.8,29.6,98.6,28.3,351.6,111.9,5,0.52,23.7,-109.4,51.452718,-2.582796
10/02/2026 17:44,963,100.24,87.4,35.3,100.83,76.8,52.3,12.36,58.8,-0.8,3.3,0.864,463.5,13.1,95.8,13,401.3,100.1,6,-0.21,97.5,-152.3,51.460876,-2.592363
10/02/2026 17:44,2987,71.24,80.1,36.1,66.48,71.4,82.7,12.26,24.3,-6.7,4.6,0.234,823.5,29.4,101.7,31.8,353,101.2,N,1.96,79.6,-422.9,51.444731,-2.596372
10/02/2026 17:44,1808,104.48,84.5,16.7,54.76,65.5,22.6,14.32,86.1,5.5,2.5,0.245,520.9,18.4,96.8,28.8,284.4,110.4,4,-0.85,77,39.9,51.455709,-2.594486
10/02/2026 17:44,1412,75.43,87.9,48.3,51.76,37.9,90.6,12.4,84.3,-4.9,-6.3,0.659,518,29.4,96.9,12.2,390.6,88.3,5,-1.21,71.6,280.8,51.450004,-2.590343
10/02/2026 17:44,793,141.26,90.1,31.7,89.4,82.2,61.7,13.34,78,6.7,1.3,0.483,501.7,10.8,104,27.8,329.1,95.2,4,2.22,58.4,448,51.455246,-2.579566
10/02/2026 17:44,4198,97.77,71.9,14.4,21.02,91.9,37,13.01,54.5,-6.7,1,0.835,458.8,24.8,96.2,20.4,432.7,102.6,6,-1.76,6.4,332.5,51.445584,-2.588927
10/02/2026 17:44,1068,158.53,108.7,30.7,112.13,29.3,57.1,13.54,46.2,-7.6,9.7,0.585,602.9,15.2,97.6,24.8,314.4,65.2,D,-2.59,73.4,409.1,51.456004,-2.597555
10/02/2026 17:44,5182,10.75,85.6,32.2,61.55,39.7,15.7,14.01,63.8,2.4,-2.5,0.625,312.1,6,98.6,30.8,315.7,115.6,1,-2.42,37.1,184.8,51.453636,-2.591275
10/02/2026 17:44,4745,11.79,107.2,36.6,38.26,60.9,50.9,14.04,43.1,-9.9,11.6,0.734,770.5,21.4,97.5,1.5,299.5,110.9,R,-1.01,87.5,-254.3,51.445462,-2.596683
10/02/2026 17:44,2977,69.79,78.2,17.4,24.58,62.3,28.8,14.53,55,2.6,3.3,0.411,737.3,9.1,97.7,27,376.4,82,R,1.77,29.2,167.2,51.452817,-2.589618
10/02/2026 17:44,2669,40.51,83.1,43.1,40.39,24.9,67,12.81,54.4,5.3,-6.7,0.394,511.2,9.5,102.1,9.9,439.9,81.2,4,1.18,98.2,446,51.458287,-2.591766
10/02/2026 17:44,3582,6.33,79.1,29.3,28.53,74.2,68.9,13.34,81.8,-5,10.3,0.873,770.2,29.3,99.6,7.4,409.4,89,5,-2.16,39.8,-353.1,51.464463,-2.579764
10/02/2026 17:44,3837,36.53,108.1,23.8,54.3,97.4,57.9,14.54,45,-2.9,-0.9,0.629,600.1,20.9,103.2,6.9,345.2,93.7,N,-2.83,26,302.2,51.449631,-2.580641
10/02/2026 17:44,6134,85.28,90.2,25.7,42.43,0.5,14.2,12.24,28.2,-3.5,11.9,0.739,732.6,20,100.7,12.2,408.5,74,6,1.58,65.6,309.6,51.462679,-2.594099
10/02/2026 17:44,3891,53.47,72.4,41.8,93.42,65,37,14.01,80.6,9.2,1.1,0.484,881.9,5.5,100.8,36.6,392,100.8,3,-0.34,3.4,-289.2,51.456406,-2.59236
10/02/2026 17:44,1345,98.54,82.7,11,66.68,72.8,12.2,13.26,76.3,-6.5,-1.7,0.458,847.1,21.6,104.1,31.5,346.1,108.7,1,-0.7,70.1,429.3,51.451322,-2.589864
10/02/2026 17:44,4011,2.97,99,42.4,45.94,36.8,74,12.7,84.5,1.5,1.7,0.878,758.7,20.3,95.9,16.1,438.3,100.4,6,2.18,38.5,190.1,51.45733,-2.596588
10/02/2026 17:44,5799,139.22,83.6,18.3,110.53,50.7,86.7,14.23,70.9,8.7,-5.7,0.661,872.5,9.4,103.3,12.1,257.8,81.1,3,0.57,0.8,46.6,51.456357,-2.587952
10/02/2026 17:44,5718,10.81,99.5,41.6,75.33,46.2,51.1,12.41,50.1,0.9,-1.8,0.395,522.1,9.3,101.6,25.1,320.7,119.7,1,0.51,96.7,-95.1,51.46039,-2.579675
10/02/2026 17:44,4733,73.67,97.5,10.3,10.82,49.7,77.3,13.02,84.5,0.1,2.4,0.164,543.8,18.5,100.8,17,366.6,119.9,4,-1.3,57.1,-420.3,51.451248,-2.583063
10/02/2026 17:44,5223,127.83,106.2,16.8,55.04,8.2,88.1,13.52,72.4,3.6,11,0.817,415.3,9.1,97.4,-3,312.4,64.2,R,1.08,83.8,-433.8,51.461862,-2.597367
10/02/2026 17:44,5615,61.1,96.1,11.7,15.99,50.4,82.4,14.01,83.8,2.5,1.2,0.85,601.2,12.2,99.1,22.5,428.5,78.1,2,-1,28.5,437.4,51.454218,-2.593443
10/02/2026 17:44,5256,151.02,103.5,47.1,88.89,7.1,81.4,13.67,75.9,-6.9,9,0.642,859.6,13.1,100.4,33.9,365.3,60.2,2,0.39,2.1,-124.8,51.449062,-2.595242
10/02/2026 17:44,6432,16.79,100.3,33.3,81.53,23.9,93.9,14.1,80.8,-7.1,3.5,0.292,611.1,27.9,101.8,-3.8,417.7,70.7,6,0.86,39.9,294.8,51.456788,-2.587614
10/02/2026 17:44,2309,25.01,104.9,44.6,91.33,14.9,57.6,12.45,88.1,5.5,1.9,0.356,653.5,22.6,98,20.6,260.5,73.5,N,1.72,89.3,-364.7,51.462047,-2.580536
10/02/2026 17:44,2475,73.66,94.8,35.2,111.15,90.6,25.4,13.74,22.5,-1.3,10.5,0.506,347.4,23.3,96.9,11.2,388,60.2,6,-0.11,60.5,-86.1,51.446403,-2.59099
10/02/2026 17:44,4926,2.15,101.8,30.1,56.43,20.7,38.1,14.7,48.6,6.3,-0.1,0.383,579.8,18.3,104.6,11.7,419.5,112.6,6,1.56,98.6,-57.3,51.461309,-2.596696
10/02/2026 17:44,5653,159.7,90,40,67.15,96.3,15.9,12.87,88.9,3.4,9.3,0.685,695.3,9.3,97.5,-0.5,258.5,85.1,6,1.87,16.1,362,51.44854,-2.581329
10/02/2026 17:44,2646,51.51,89.6,32.8,23.98,70,99.3,13.15,51.1,1.1,-7,0.665,782.4,8.1,104.6,19.1,276.2,91.9,N,-2,72.1,38.5,51.446592,-2.595224
10/02/2026 17:44,6175,104.78,79.5,28.7,116.27,64.6,61.8,13.44,39,-3.4,-6.1,0.121,368.4,20.1,104.9,11.8,411.8,117.9,R,-2.58,62.4,342.3,51.461707,-2.59713
10/02/2026 17:44,5275,155.57,92.5,33.5,50.36,12.6,82.2,13.84,66.1,2.5,5.5,0.461,785.4,20.3,97.9,6.4,270.6,60.1,5,0.81,45,12.8,51.462589,-2.583469
10/02/2026 17:44,869,48.95,79.1,41.9,36.36,64.2,99.8,13.62,76.2,0.2,-6.3,0.54,837.3,16.2,104.4,4.2,399.7,98.8,6,0.19,14.9,-327,51.455231,-2.579085
10/02/2026 17:44,2852,56.11,76.3,40,57.53,7.1,38.7,13.45,68.5,-0.9,-7.7,0.219,839.6,18.6,98.7,28.2,398.5,65.3,N,-0.38,43.1,73.5,51.458831,-2.584106
10/02/2026 17:44,3431,129.82,95.9,26.2,17.51,79.1,21.1,14.04,48.6,5.2,-4.6,0.67,623.6,11.5,102.6,23.2,441.7,61,D,2.19,30.7,-55.2,51.448366,-2.578941
10/02/2026 17:44,5844,56.66,107.1,35.8,109.08,80.6,21.8,12.53,50.1,7.6,5.9,0.502,780.5,27.1,96.4,-1.5,309.5,96.7,R,-0.18,49.6,367.5,51.449499,-2.593155
10/02/2026 17:44,3467,67.31,70.3,43.1,30.79,2.2,29.1,13.06,39,9.2,5.4,0.11,896.4,10.6,98.4,29.2,345.2,70.5,D,-2.5,84.4,449.4,51.456708,-2.578069
10/02/2026 17:44,6223,73.91,76.1,18.3,16.97,99.9,51.9,12.69,53.5,8.4,0.7,0.389,895.3,21.4,102.1,2.4,415.8,96.6,1,1.84,8.9,-54.8,51.456442,-2.581414
10/02/2026 17:44,3657,46.84,106.2,49.3,14.2,6.1,37.5,12.22,22.4,-9.4,8.5,0.801,320.9,28,102.9,5.6,345.7,100.2,P,1.9,70.3,-301.1,51.456124,-2.588142
10/02/2026 17:44,1599,53.12,102.7,31.6,29.16,44.1,61.9,12.17,30.9,0.4,9.5,0.484,629.2,17.2,101.7,31.3,393.9,119.5,N,-0.73,95.7,250.8,51.444854,-2.588404
10/02/2026 17:44,1476,71.73,96.1,31.2,10.26,77.8,80.5,14.29,27.4,-2.7,7.7,0.543,856.8,24.3,102.8,2.4,442.2,103.6,N,-1.28,86.5,-133.5,51.449642,-2.579987
10/02/2026 17:44,4634,60.19,96.8,47.8,60.2,0.9,36.6,13.71,75.2,7.3,0.6,0.618,660.3,15.2,104.5,17.5,339.3,104.7,6,1.25,66.9,-350.1,51.452439,-2.583058
10/02/2026 17:44,3299,68.52,104.4,41.4,72.59,13.5,45.1,13.22,39.8,5.7,-5.4,0.449,867,25.7,103.3,24.7,309,114.9,3,2.43,98.1,-341.2,51.464096,-2.585525
10/02/2026 17:44,2064,2.82,86.7,37.6,105.99,36.7,15.8,13.05,27.1,-2.4,-5.9,0.197,338.6,21.4,101.1,1.4,403.1,115.9,2,0.78,63.6,290.8,51.458222,-2.583283
10/02/2026 17:44,6109,84.57,104.5,47.8,67.96,25.7,29.9,12.45,34.7,-9.1,11.3,0.555,802.2,12,100.5,3.5,306,90.3,N,-1.25,1.6,110.6,51.464019,-2.590314
10/02/2026 17:44,2581,10.32,104.1,34.1,11.29,16.5,12.4,13.38,60.6,4,-4.1,0.403,509.9,12.7,98.2,6.3,431.9,68.7,3,-0.07,57.4,114.7,51.459915,-2.592516
10/02/2026 17:44,6362,149.96,76.8,12.5,64.95,78.9,74.7,12.21,63.8,-5,-0.8,0.587,561,9.1,95.4,20,418.6,97.3,P,-0.8,94.9,236.5,51.448836,-2.584971
10/02/2026 17:44,2843,82.49,83,24.6,118.96,51,96.4,12.2,39.4,7.7,6.4,0.513,306.3,21.9,95.8,2.2,261.1,66.5,2,-1.5,61,-271.2,51.448875,-2.587954
10/02/2026 17:44,1275,51.76,80.7,39.6,20.15,27.9,18.9,13.51,54.7,4.4,9.7,0.417,426.5,23.8,104,32.6,283.9,74,5,0.99,66,-332,51.459233,-2.579085
10/02/2026 17:44,2487,115.99,75.9,21.9,86.16,11,97.7,13.02,25.2,-8.2,10.5,0.105,458.6,25,99.5,29.5,259.2,94,5,1.61,52.5,-112.9,51.45357,-2.593709
10/02/2026 17:44,5408,54.69,95.8,49.8,92.99,33.4,62.4,13.92,37.5,-9.1,-3.2,0.809,819,23.9,95.4,14.3,332.7,109.3,D,-2.02,74.3,-324.4,51.458271,-2.595535
10/02/2026 17:44,3020,43.49,76.5,26,63.63,49.1,91.8,13.79,23.3,-3.4,8.2,0.269,541.8,20.4,100.6,31.8,353.5,89.1,2,2.23,94.1,-102.7,51.457443,-2.580657
10/02/2026 17:44,3096,113.14,70.2,35.6,100.91,55.3,27.5,12.38,56.8,-8.5,-7.5,0.73,739.5,15.7,99,12.7,320.4,84.6,D,1.6,48.4,73.2,51.44626,-2.593647
10/02/2026 17:44,6317,152.98,96.7,39.6,117.16,71.3,24.7,12.93,35.6,-9.4,5.8,0.627,653.3,18.9,97.7,11,443.1,68.5,R,-1.31,62.8,429.9,51.456607,-2.579576
10/02/2026 17:45,6022,5.14,82.4,17.3,67.43,97.8,60.2,13.43,82.1,-5.9,-0.7,0.147,653.3,6.1,101.6,15,352.4,73,1,-2.26,62.9,306.3,51.456967,-2.580236
10/02/2026 17:45,1221,100.85,75.6,48.7,44.02,60.3,25.7,14.16,79,-2.1,-4.8,0.829,753.1,28.7,104.7,21.2,284.6,78.9,5,-2.25,73.3,368.3,51.450547,-2.580658
10/02/2026 17:45,6396,43.09,90.1,43.9,73.29,38.6,82.3,13.01,86,-0.1,7.5,0.545,502.4,14.2,99.7,12.7,328.8,85.7,1,1.7,95.4,419.6,51.462148,-2.583239
10/02/2026 17:45,6386,157.78,104.2,26.4,103.11,67.6,61.5,14.08,42.8,6.6,0.3,0.621,594,10.3,104.2,23,326.1,117.9,R,0.96,60,-222,51.449098,-2.58054
10/02/2026 17:45,4678,108.29,77.3,30.2,3.99,14.1,89.1,12.87,69.1,-1.9,-2.7,0.351,458.8,14.6,101.3,35.5,440.1,109.2,P,1.76,21.2,-274.8,51.46293,-2.57904
10/02/2026 17:45,4719,100.26,99.6,50,72.99,51.5,49.2,13.62,20.4,-8.1,-0.5,0.328,634.9,24.8,99.7,12.2,274.8,80.8,2,1.56,67.3,-379.2,51.445132,-2.587579
10/02/2026 17:45,4478,16.7,76.6,30.5,43.12,72.6,82.8,14.46,30,-8.6,8.7,0.223,659.7,29.9,105,30.3,379.8,104.3,D,-0.98,83.9,-203,51.45017,-2.596119
10/02/2026 17:45,2085,75.79,87,23,84.43,91.9,24.8,13.84,38.2,8.7,-0.5,0.174,879.5,22.6,103.7,8,389.8,110.6,R,-2.77,77.5,131.9,51.448021,-2.584001
10/02/2026 17:45,2370,53.09,96.8,24.7,45.71,28,45.6,14.12,34.2,9.5,3.8,0.897,374.7,11.5,102.2,12.8,331.2,69.1,P,1.88,31.1,325.5,51.44895,-2.58435
10/02/2026 17:45,3494,20.09,95.3,16.6,52.23,29.6,7.5,12.51,59.9,7.2,-2,0.572,849,14.3,101.9,0.2,262.4,65.8,N,-0.88,56.6,-326.8,51.462812,-2.589283
10/02/2026 17:45,2564,15.29,76.2,42.5,48.79,96.3,93.1,13.22,45.4,4.5,-4.6,0.79,863.3,12,102.2,21.7,311.3,105.2,N,-0.35,38,33.7,51.462891,-2.584172
10/02/2026 17:45,2644,147.88,89.1,38.8,118.24,77.6,87.9,13.79,27.8,-6.3,10.6,0.437,670.2,14.8,100.7,9.6,261.5,68.9,6,2.69,32.5,-410.8,51.460798,-2.58709
10/02/2026 17:45,1517,103.12,72,36,51.21,9.4,65.7,14.09,67.5,-3.7,2.5,0.401,678.4,14.1,104.4,18.3,354.1,91.2,6,2.88,12.6,-278.5,51.463411,-2.591526
10/02/2026 17:45,2818,157.77,102.1,42.1,111.26,87.7,57.5,13.62,80.1,4.2,7.7,0.347,325.9,21.8,99.9,32.6,432.6,100.5,1,-1.43,61,86.4,51.446637,-2.58296
10/02/2026 17:45,891,19.14,102,43.4,95.38,18,83.2,12.94,37.6,-4.4,-5.4,0.382,768,8.4,100.4,33.4,407,65.9,N,1.65,9,-447,51.461476,-2.581235
10/02/2026 17:45,6476,59.37,109,31.1,38.81,35.5,89.6,14.24,59.9,-9.7,-3.9,0.496,418.2,5.3,103.5,-3.5,382.2,94.1,4,0.34,33.1,13.3,51.447085,-2.59683
10/02/2026 17:45,2169,1.04,80.5,19.5,94.56,86.9,44.8,14.22,39.8,-2.2,2.6,0.633,742,28.6,100.3,23.2,375.5,114.5,4,-2.86,62.5,-425.8,51.461532,-2.594082
10/02/2026 17:45,3346,17.41,100.2,36.3,76.52,86.2,69.5,12.17,38.5,-8.1,-6.4,0.201,826.4,15.6,97.3,-1.8,293.3,73.8,R,2.76,55,48.8,51.45589,-2.59668
10/02/2026 17:45,3760,44.81,85.3,21.5,100.62,28.1,17.1,14.7,42.1,-7.2,-2.6,0.524,387.2,19,95.9,32.4,377.9,110.2,4,-0.81,88.1,-222.4,51.460669,-2.585847
10/02/2026 17:45,2558,14.48,109.4,12.6,11.02,92.3,20,13.35,81.8,-5.8,1,0.67,430,15.5,103.8,36,375.4,88.6,5,1.09,45.9,157,51.457592,-2.582529
10/02/2026 17:45,2892,56.31,74.5,11.6,58.8,34.3,93.6,12.66,73.8,0.6,8.8,0.733,327.2,12.5,101,5.1,291.5,90,D,-0.49,43.2,-232.8,51.446726,-2.59426
10/02/2026 17:45,2652,25.47,94.9,38.2,23.34,49.6,8.1,12.3,23.1,-2.3,6.7,0.881,366.6,17.4,99.2,16.8,266.2,108.7,D,2.2,26.9,232.6,51.451863,-2.589811
10/02/2026 17:45,1331,134.14,73.6,45.1,115.45,24.1,94.1,14.36,75,9.1,-5.4,0.108,744.6,16.1,95.5,39.4,276.1,77.3,N,-1.7,19,218.5,51.463602,-2.57844
10/02/2026 17:45,3541,63.74,88,30.2,40.63,60.9,71.3,14.2,36.2,2.1,0.8,0.735,493.9,12.5,101.6,18.7,285.1,68.1,4,-1.04,63.6,-303.7,51.455946,-2.596379
10/02/2026 17:45,2430,130.77,84.6,44.4,29.47,84.4,31.8,14.66,60,-5.8,8.2,0.569,670,5.8,101.7,10.1,315.7,118.9,3,1.35,5,343.8,51.463905,-2.587963
